REF_DATE,GEO,Gender,Indicators,VALUE,Age group,Characteristics
2021,Territories,Women,"Yes, feels lonely",52.4,65 + years,Retired
2021,Territories,Women,"Yes, feels lonely",42.4,65 + years,Retired
2021,Territories,Women,"Sometimes, feels lonely",37.9,65 + years,Other
2021,Territories,X Gender,"Yes, feels lonely",56.5,65 + years,Other
2021,Territories,Women,"Sometimes, feels lonely",30.7,65 + years,Other
2021,Territories,Women,"No, do not feel lonely",13.5,65 + years,Other
2021,Territories,Women,"Yes, feels lonely",51.7,65 + years,Other
2021,Territories,Women,"Yes, feels lonely",46.7,65 + years,Other
2021,Territories,Women,"Yes, feels lonely",49.2,65 + years,Other
2021,Territories,Women,"Yes, feels lonely",40.2,65 + years,Other
2021,Territories,Women,"Sometimes, feels lonely",35.3,65 + years,Other
2021,Territories,Women,"Sometimes, feels lonely",37.7,65 + years,Other
2021,Territories,Women,"No, do not feel lonely",14.7,65 + years,Other
2021,Territories,Women,"No, do not feel lonely",11.5,65 + years,Other
2021,Territories,Women,"No, do not feel lonely",13.0,65 + years,Other
2021,Territories,Women,"Sometimes, feels lonely",36.8,65 + years,Other
2021,Territories,Women,"No, do not feel lonely",25.6,65 + years,Other
2021,Territories,Women,"Yes, feels lonely",15.8,65 + years,Other
2021,Territories,Women,"Sometimes, feels lonely",30.9,65 + years,Other
2021,Territories,Women,"Sometimes, feels lonely",33.6,65 + years,Other
2021,Territories,Women,"Sometimes, feels lonely",39.8,65 + years,Other
2021,Territories,Women,"Sometimes, feels lonely",35.2,65 + years,Other
2021,Territories,Women,"Yes, feels lonely",24.0,65 + years,Other
2021,Territories,Women,"Yes, feels lonely",29.3,65 + years,Other
2021,Territories,Women,"Yes, feels lonely",49.8,65 + years,Other
2021,Territories,Women,"Yes, feels lonely",46.4,65 + years,Other
2021,Territories,Women,"Yes, feels lonely",48.1,65 + years,Other
2021,Territories,Women,"Sometimes, feels lonely",38.9,65 + years,Other
2021,Territories,Women,"Sometimes, feels lonely",35.5,65 + years,Other
2021,Territories,Women,"Sometimes, feels lonely",37.2,65 + years,Other
2021,Territories,Women,"Yes, feels lonely",46.3,65 + years,Other
2021,Territories,Women,"No, do not feel lonely",12.7,65 + years,Other
2021,Territories,Women,"Yes, feels lonely",19.5,65 + years,Other
2021,Territories,Women,"Sometimes, feels lonely",37.1,65 + years,Other
2021,Territories,Women,"No, do not feel lonely",8.6,65 + years,Other
2021,Territories,Women,"No, do not feel lonely",10.8,65 + years,Other
2021,Territories,Women,"Yes, feels lonely",55.4,65 + years,Other
2021,Territories,Women,"Yes, feels lonely",47.7,65 + years,Other
2021,Territories,Women,"Yes, feels lonely",51.6,65 + years,Other
2021,Territories,Women,"Yes, feels lonely",40.2,65 + years,Other
2021,Territories,Women,"Sometimes, feels lonely",32.9,65 + years,Other
2021,Territories,Women,"Sometimes, feels lonely",36.5,65 + years,Other
2021,Territories,Women,"No, do not feel lonely",14.7,65 + years,Other
2021,Territories,Women,"No, do not feel lonely",9.6,65 + years,Other
2021,Territories,Women,"No, do not feel lonely",11.9,65 + years,Other
2021,Territories,Women,"Yes, feels lonely",53.4,65 + years,Other
2021,Territories,Women,"Yes, feels lonely",44.7,65 + years,Other
2021,Territories,Women,"Yes, feels lonely",49.1,65 + years,Other
2021,Territories,Women,"Yes, feels lonely",44.2,65 + years,Other
2021,Territories,Women,"Sometimes, feels lonely",35.2,65 + years,Other
2021,Territories,Women,"Sometimes, feels lonely",39.6,65 + years,Other
2021,Territories,Women,"No, do not feel lonely",14.1,65 + years,Other
2021,Territories,Women,"No, do not feel lonely",9.1,65 + years,Other
2021,Territories,Women,"No, do not feel lonely",11.3,65 + years,Other
2021,Territories,Women,"Yes, feels lonely",52.3,65 + years,Other
2021,Territories,Women,"Yes, feels lonely",42.0,65 + years,Other
2021,Territories,Women,"Yes, feels lonely",47.1,65 + years,Other
2021,Territories,Women,"Yes, feels lonely",42.0,65 + years,Other
2021,Territories,Women,"Sometimes, feels lonely",32.4,65 + years,Other
2021,Territories,Women,"Sometimes, feels lonely",34.2,65 + years,Other
2021,Territories,Men,"Sometimes, feels lonely",25.1,65 + years,Native
2021,Territories,X Gender,"Yes, feels lonely",50.1,65 + years,Other
2021,Territories,X Gender,"Sometimes, feels lonely",39.9,65 + years,Other
2021,Territories,Women,"Sometimes, feels lonely",37.2,65 + years,Other
2021,Territories,Women,"Sometimes, feels lonely",36.8,65 + years,Other
2021,Territories,Women,"Yes, feels lonely",48.1,65 + years,Other
2021,Territories,Women,"Yes, feels lonely",47.9,65 + years,Other
2021,Territories,Women,"No, do not feel lonely",12.8,65 + years,Other
2021,Territories,Women,"No, do not feel lonely",14.5,65 + years,Other
2021,Territories,Women,"Sometimes, feels lonely",35.9,65 + years,Other
2021,Territories,Women,"Sometimes, feels lonely",37.5,65 + years,Other
2021,Territories,Women,"Yes, feels lonely",51.3,65 + years,Other
2021,Territories,Women,"Yes, feels lonely",47.9,65 + years,Other
2021,Territories,Women,"No, do not feel lonely",11.9,65 + years,Retired
2021,Territories,Women,"Yes, feels lonely",15.3,65 + years,Other
2021,Territories,Women,"No, do not feel lonely",12.5,65 + years,Retired
2021,Territories,Women,"Sometimes, feels lonely",36.6,65 + years,Retired
2021,Territories,Women,"Yes, feels lonely",51.9,65 + years,Retired
2021,Territories,Women,"Yes, feels lonely",50.9,65 + years,Retired
2021,Territories,Women,"Yes, feels lonely",19.1,65 + years,Other
2021,Territories,Women,"Yes, feels lonely",18.4,65 + years,Other
2021,Territories,Women,"Sometimes, feels lonely",39.6,65 + years,Other
2021,Territories,Women,"Sometimes, feels lonely",35.9,65 + years,Other
2021,Territories,Women,"Yes, feels lonely",41.3,65 + years,Other
2021,Territories,Women,"Yes, feels lonely",45.7,65 + years,Other
2021,Territories,Women,"No, do not feel lonely",14.7,65 + years,Other
2021,Territories,Women,"Yes, feels lonely",15.3,65 + years,Other
2021,Territories,Women,"Sometimes, feels lonely",36.2,65 + years,Retired
2021,Territories,Women,"No, do not feel lonely",14.7,65 + years,Other
2021,Territories,Women,"Yes, feels lonely",47.8,65 + years,Other
2021,Territories,Women,"Yes, feels lonely",51.2,65 + years,Other
2021,Territories,Women,"Sometimes, feels lonely",35.8,65 + years,Other
2021,Territories,Women,"Yes, feels lonely",49.4,65 + years,Other
2021,Territories,Women,"Yes, feels lonely",50.0,65 + years,Other
2021,Territories,Women,"No, do not feel lonely",14.7,65 + years,Other
2021,Territories,Women,"Yes, feels lonely",15.3,65 + years,Other
2021,Territories,Women,"Sometimes, feels lonely",37.2,65 + years,Other
2021,Territories,Women,"Sometimes, feels lonely",36.8,65 + years,Other
2021,Territories,Women,"Yes, feels lonely",48.1,65 + years,Other
2021,Territories,Women,"Yes, feels lonely",47.9,65 + years,Other
2021,Territories,Women,"Yes, feels lonely",17.5,65 + years,Other
2021,Territories,Women,"Yes, feels lonely",16.4,65 + years,Other
2021,Territories,Women,"Yes, feels lonely",42.3,65 + years,Other
2021,Territories,Women,"Sometimes, feels lonely",37.1,65 + years,Other
2021,Territories,Women,"Yes, feels lonely",40.3,65 + years,Other
2021,Territories,Women,"Yes, feels lonely",46.6,65 + years,Other
2021,Territories,Women,"Yes, feels lonely",19.9,65 + years,Other
2021,Territories,Women,"Yes, feels lonely",17.4,65 + years,Other
2021,Territories,Women,"Sometimes, feels lonely",35.0,65 + years,Other
2021,Territories,Women,"Sometimes, feels lonely",33.5,65 + years,Other
2021,Territories,Women,"Yes, feels lonely",45.2,65 + years,Other
2021,Territories,Women,"Yes, feels lonely",49.1,65 + years,Other
2021,Territories,Women,"No, do not feel lonely",11.9,65 + years,Other
2021,Territories,Women,"No, do not feel lonely",14.2,65 + years,Other
2021,Territories,Women,"Sometimes, feels lonely",36.9,65 + years,Other
2021,Territories,Women,"Sometimes, feels lonely",38.0,65 + years,Other
2021,Territories,Women,"Sometimes, feels lonely",37.2,65 + years,Other
2021,Territories,X Gender,"Yes, feels lonely",53.3,65 + years,Other
2021,Territories,Women,"Sometimes, feels lonely",36.8,65 + years,Other
2021,Territories,Women,"Yes, feels lonely",47.9,65 + years,Other
2021,Territories,X Gender,"Yes, feels lonely",42.0,65 + years,Other
2021,Territories,X Gender,"No, do not feel lonely",12.0,65 + years,Other
2021,Territories,X Gender,"No, do not feel lonely",10.9,65 + years,Other
2021,Territories,X Gender,"No, do not feel lonely",13.2,65 + years,Other
2021,Territories,X Gender,"Sometimes, feels lonely",35.5,65 + years,Other
2021,Territories,X Gender,"Sometimes, feels lonely",33.7,65 + years,Other
2021,Territories,X Gender,"Sometimes, feels lonely",37.3,65 + years,Other
2021,Territories,X Gender,"Yes, feels lonely",52.5,65 + years,Other
2021,Territories,X Gender,"Yes, feels lonely",50.6,65 + years,Other
2021,Territories,X Gender,"Yes, feels lonely",54.4,65 + years,Other
2021,Territories,X Gender,"Yes, feels lonely",15.4,65 + years,Other
2021,Territories,X Gender,"Sometimes, feels lonely",33.9,65 + years,Other
2021,Territories,X Gender,"No, do not feel lonely",13.1,65 + years,Other
2021,Territories,X Gender,"Sometimes, feels lonely",34.9,65 + years,Other
2021,Territories,X Gender,"Sometimes, feels lonely",31.4,65 + years,Other
2021,Territories,X Gender,"Sometimes, feels lonely",38.5,65 + years,Other
2021,Territories,X Gender,"Yes, feels lonely",49.7,65 + years,Other
2021,Territories,X Gender,"Yes, feels lonely",46.0,65 + years,Other
2021,Territories,X Gender,"Yes, feels lonely",53.4,65 + years,Other
2021,Territories,X Gender,"No, do not feel lonely",10.0,65 + years,Other
2021,Territories,X Gender,"No, do not feel lonely",8.5,65 + years,Other
2021,Territories,X Gender,"No, do not feel lonely",11.9,65 + years,Other
2021,Territories,X Gender,"Sometimes, feels lonely",36.7,65 + years,Other
2021,Territories,X Gender,"Sometimes, feels lonely",33.5,65 + years,Other
2021,Territories,X Gender,"Yes, feels lonely",18.1,65 + years,Other
2021,Territories,X Gender,"Sometimes, feels lonely",37.9,65 + years,Other
2021,Territories,X Gender,"Yes, feels lonely",43.1,65 + years,Other
2021,Territories,X Gender,"Sometimes, feels lonely",34.6,65 + years,Other
2021,Territories,Women,"No, do not feel lonely",14.8,65 + years,Other
2021,Territories,Women,"Yes, feels lonely",15.7,65 + years,Other
2021,Territories,Women,"Sometimes, feels lonely",37.9,65 + years,Other
2021,Territories,Women,"Sometimes, feels lonely",37.7,65 + years,Other
2021,Territories,Women,"Yes, feels lonely",47.3,65 + years,Other
2021,Territories,Women,"Yes, feels lonely",46.6,65 + years,Other
2021,Territories,Women,"No, do not feel lonely",14.4,65 + years,Other
2021,Territories,Women,"No, do not feel lonely",13.2,65 + years,Other
2021,Territories,Women,"Sometimes, feels lonely",33.2,65 + years,Other
2021,Territories,Women,"Sometimes, feels lonely",31.7,65 + years,Other
2021,Territories,Women,"Yes, feels lonely",52.4,65 + years,Other
2021,Territories,Women,"Yes, feels lonely",55.1,65 + years,Other
2021,Territories,X Gender,"No, do not feel lonely",13.0,65 + years,Other
2021,Territories,X Gender,"No, do not feel lonely",12.2,65 + years,Other
2021,Territories,X Gender,"No, do not feel lonely",13.9,65 + years,Other
2021,Territories,X Gender,"Sometimes, feels lonely",34.2,65 + years,Other
2021,Territories,X Gender,"Sometimes, feels lonely",33.0,65 + years,Other
2021,Territories,X Gender,"Sometimes, feels lonely",35.5,65 + years,Other
2021,Territories,X Gender,"Yes, feels lonely",52.7,65 + years,Other
2021,Territories,X Gender,"Yes, feels lonely",51.5,65 + years,Other
2021,Territories,X Gender,"Yes, feels lonely",54.0,65 + years,Other
2021,Territories,X Gender,"Yes, feels lonely",23.4,65 + years,Other
2021,Territories,X Gender,"Yes, feels lonely",20.0,65 + years,Other
2021,Territories,X Gender,"Yes, feels lonely",27.2,65 + years,Other
2021,Territories,X Gender,"Sometimes, feels lonely",38.8,65 + years,Other
2021,Territories,Women,"Yes, feels lonely",48.1,65 + years,Other
2021,Territories,Men,"Sometimes, feels lonely",33.2,65 + years,Native
2021,Territories,Men,"Yes, feels lonely",17.6,65 + years,Native
2021,Territories,Men,"No, do not feel lonely",12.0,65 + years,Native
2021,Saskatchewan,X Gender,"Sometimes, feels lonely",23.3,25 to 64 years,Not living with any parent
2021,Territories,X Gender,"Sometimes, feels lonely",34.2,65 + years,Native
2021,Territories,X Gender,"Sometimes, feels lonely",33.3,65 + years,Native
2021,Saskatchewan,X Gender,"Yes, feels lonely",40.2,25 to 64 years,Living with lone parent
2021,Saskatchewan,X Gender,"No, do not feel lonely",5.3,25 to 64 years,Living with two parents
2021,Saskatchewan,X Gender,"No, do not feel lonely",12.9,25 to 64 years,Other
2021,Manitoba,X Gender,"Sometimes, feels lonely",24.1,20 to 24 years,Not living with any parent
2021,Manitoba,X Gender,"No, do not feel lonely",11.6,20 to 24 years,Other
2021,Manitoba,X Gender,"No, do not feel lonely",10.7,15 to 19 years,Other
2021,Manitoba,X Gender,"Yes, feels lonely",68.2,5 to 10 years,Not living with any parent
2021,Manitoba,X Gender,"Yes, feels lonely",45.3,5 to 10 years,Living with lone parent
2021,Saskatchewan,X Gender,"No, do not feel lonely",9.1,0 to 4 years,Other
2021,Territories,X Gender,"Yes, feels lonely",52.7,65 + years,Native
2021,Manitoba,X Gender,"No, do not feel lonely",12.3,5 to 10 years,Living with two parents
2021,Manitoba,X Gender,"Sometimes, feels lonely",20.3,5 to 10 years,Other
2021,Manitoba,X Gender,"Yes, feels lonely",45.9,11 to 14 years,Not living with any parent
2021,Manitoba,X Gender,"Sometimes, feels lonely",37.4,11 to 14 years,Living with lone parent
2021,Manitoba,X Gender,"No, do not feel lonely",9.4,11 to 14 years,Living with two parents
2021,Manitoba,X Gender,"Sometimes, feels lonely",17.1,11 to 14 years,Other
2021,Manitoba,X Gender,"Sometimes, feels lonely",39.7,0 to 4 years,Living with lone parent
2021,Manitoba,X Gender,"No, do not feel lonely",14.9,0 to 4 years,Living with two parents
2021,Territories,X Gender,"Yes, feels lonely",16.1,65 + years,Native
2021,Territories,X Gender,"Yes, feels lonely",19.6,65 + years,Native
2021,Manitoba,X Gender,"Sometimes, feels lonely",17.4,0 to 4 years,Other
2021,Territories,X Gender,"Yes, feels lonely",52.9,65 + years,Native
2021,Saskatchewan,X Gender,"No, do not feel lonely",13.8,11 to 14 years,Other
2021,Saskatchewan,X Gender,"No, do not feel lonely",5.7,11 to 14 years,Living with two parents
2021,Saskatchewan,X Gender,"Yes, feels lonely",40.6,11 to 14 years,Living with lone parent
2021,Territories,X Gender,"Sometimes, feels lonely",32.5,65 + years,Other
2021,Territories,X Gender,"Sometimes, feels lonely",32.3,65 + years,Other
2021,Alberta,X Gender,"Sometimes, feels lonely",25.2,5 to 10 years,Living with lone parent
2021,Alberta,X Gender,"No, do not feel lonely",9.0,5 to 10 years,Living with two parents
2021,Alberta,X Gender,"No, do not feel lonely",10.8,5 to 10 years,Other
2021,Alberta,X Gender,"Sometimes, feels lonely",33.3,11 to 14 years,Not living with any parent
2021,Alberta,X Gender,"Sometimes, feels lonely",21.4,11 to 14 years,Living with lone parent
2021,Alberta,X Gender,"No, do not feel lonely",7.0,11 to 14 years,Living with two parents
2021,Alberta,X Gender,"No, do not feel lonely",9.5,11 to 14 years,Other
2021,Alberta,X Gender,"No, do not feel lonely",6.5,0 to 4 years,Other
2021,Territories,X Gender,"Yes, feels lonely",54.5,65 + years,Other
2021,Territories,X Gender,"Yes, feels lonely",54.6,65 + years,Other
2021,Alberta,X Gender,"Sometimes, feels lonely",28.5,25 to 64 years,Not living with any parent
2021,Alberta,X Gender,"Sometimes, feels lonely",18.8,25 to 64 years,Living with lone parent
2021,Alberta,X Gender,"No, do not feel lonely",5.9,25 to 64 years,Living with two parents
2021,Alberta,X Gender,"No, do not feel lonely",9.2,25 to 64 years,Other
2021,Saskatchewan,X Gender,"Sometimes, feels lonely",20.5,20 to 24 years,Not living with any parent
2021,Saskatchewan,X Gender,"No, do not feel lonely",13.6,20 to 24 years,Other
2021,Saskatchewan,X Gender,"Sometimes, feels lonely",38.6,15 to 19 years,Not living with any parent
2021,Saskatchewan,X Gender,"Sometimes, feels lonely",32.2,15 to 19 years,Living with lone parent
2021,Territories,X Gender,"No, do not feel lonely",13.0,65 + years,Native
2021,Territories,X Gender,"No, do not feel lonely",13.8,65 + years,Native
2021,Saskatchewan,X Gender,"No, do not feel lonely",14.8,15 to 19 years,Other
2021,Saskatchewan,X Gender,"Yes, feels lonely",45.0,5 to 10 years,Living with lone parent
2021,Saskatchewan,X Gender,"No, do not feel lonely",13.4,5 to 10 years,Other
2021,Manitoba,X Gender,"Sometimes, feels lonely",31.0,25 to 64 years,Not living with any parent
2021,Alberta,X Gender,"No, do not feel lonely",7.1,15 to 19 years,Other
2021,Manitoba,X Gender,"Sometimes, feels lonely",32.3,25 to 64 years,Living with lone parent
2021,Manitoba,X Gender,"Sometimes, feels lonely",16.0,25 to 64 years,Other
2021,Quebec,X Gender,"Sometimes, feels lonely",28.9,15 to 19 years,Not living with any parent
2021,Quebec,X Gender,"Sometimes, feels lonely",15.0,15 to 19 years,Living with lone parent
2021,Quebec,X Gender,"No, do not feel lonely",6.5,15 to 19 years,Other
2021,Quebec,X Gender,"Sometimes, feels lonely",23.2,5 to 10 years,Living with lone parent
2021,Territories,X Gender,"Sometimes, feels lonely",34.1,65 + years,Other
2021,Territories,X Gender,"Sometimes, feels lonely",33.3,65 + years,Other
2021,Quebec,X Gender,"No, do not feel lonely",5.7,5 to 10 years,Living with two parents
2021,Quebec,X Gender,"No, do not feel lonely",8.6,5 to 10 years,Other
2021,Quebec,X Gender,"Sometimes, feels lonely",20.6,11 to 14 years,Not living with any parent
2021,Quebec,X Gender,"Sometimes, feels lonely",20.3,11 to 14 years,Living with lone parent
2021,Quebec,X Gender,"No, do not feel lonely",4.6,11 to 14 years,Living with two parents
2021,Quebec,X Gender,"No, do not feel lonely",8.7,20 to 24 years,Other
2021,Quebec,X Gender,"No, do not feel lonely",7.9,11 to 14 years,Other
2021,Quebec,X Gender,"No, do not feel lonely",6.2,0 to 4 years,Living with two parents
2021,Territories,X Gender,"Yes, feels lonely",53.0,65 + years,Other
2021,Territories,X Gender,"Yes, feels lonely",53.1,65 + years,Other
2021,Quebec,X Gender,"No, do not feel lonely",7.7,0 to 4 years,Other
2021,Quebec,X Gender,"Sometimes, feels lonely",16.2,25 to 64 years,Not living with any parent
2021,Quebec,X Gender,"Sometimes, feels lonely",19.4,25 to 64 years,Living with lone parent
2021,Quebec,X Gender,"No, do not feel lonely",4.7,25 to 64 years,Living with two parents
2021,Quebec,X Gender,"No, do not feel lonely",8.0,25 to 64 years,Other
2021,New Brunswick,X Gender,"No, do not feel lonely",8.5,15 to 19 years,Other
2021,New Brunswick,X Gender,"Sometimes, feels lonely",30.6,5 to 10 years,Living with lone parent
2021,New Brunswick,X Gender,"No, do not feel lonely",11.9,5 to 10 years,Other
2021,Quebec,X Gender,"Sometimes, feels lonely",25.4,0 to 4 years,Living with lone parent
2021,Quebec,X Gender,"Sometimes, feels lonely",15.0,20 to 24 years,Not living with any parent
2021,Ontario,X Gender,"No, do not feel lonely",9.8,25 to 64 years,Other
2021,Ontario,X Gender,"No, do not feel lonely",5.7,25 to 64 years,Living with two parents
2021,Ontario,X Gender,"Sometimes, feels lonely",16.5,20 to 24 years,Not living with any parent
2021,Ontario,X Gender,"No, do not feel lonely",11.4,20 to 24 years,Living with lone parent
2021,Ontario,X Gender,"No, do not feel lonely",9.0,20 to 24 years,Other
2021,Territories,X Gender,"Sometimes, feels lonely",37.8,65 + years,Native
2021,Territories,X Gender,"Sometimes, feels lonely",33.4,65 + years,Native
2021,Ontario,X Gender,"Sometimes, feels lonely",27.6,15 to 19 years,Not living with any parent
2021,Ontario,X Gender,"Sometimes, feels lonely",19.0,15 to 19 years,Living with lone parent
2021,Ontario,X Gender,"No, do not feel lonely",4.2,15 to 19 years,Living with two parents
2021,Ontario,X Gender,"No, do not feel lonely",9.9,15 to 19 years,Other
2021,Ontario,X Gender,"Sometimes, feels lonely",25.8,5 to 10 years,Living with lone parent
2021,Ontario,X Gender,"No, do not feel lonely",7.1,5 to 10 years,Living with two parents
2021,Ontario,X Gender,"No, do not feel lonely",10.5,5 to 10 years,Other
2021,Ontario,X Gender,"Sometimes, feels lonely",23.6,11 to 14 years,Not living with any parent
2021,Territories,X Gender,"Yes, feels lonely",46.1,65 + years,Native
2021,Territories,X Gender,"Yes, feels lonely",47.1,65 + years,Native
2021,Ontario,X Gender,"Sometimes, feels lonely",23.1,11 to 14 years,Living with lone parent
2021,Ontario,X Gender,"No, do not feel lonely",6.1,11 to 14 years,Living with two parents
2021,Ontario,X Gender,"No, do not feel lonely",10.3,11 to 14 years,Other
2021,Ontario,X Gender,"Sometimes, feels lonely",35.5,0 to 4 years,Living with lone parent
2021,Ontario,X Gender,"No, do not feel lonely",6.8,0 to 4 years,Living with two parents
2021,Ontario,X Gender,"No, do not feel lonely",9.1,0 to 4 years,Other
2021,Ontario,X Gender,"Sometimes, feels lonely",18.2,25 to 64 years,Not living with any parent
2021,Ontario,X Gender,"Sometimes, feels lonely",22.5,25 to 64 years,Living with lone parent
2021,Territories,X Gender,"No, do not feel lonely",12.9,65 + years,Other
2021,Territories,X Gender,"No, do not feel lonely",13.6,65 + years,Other
2021,Manitoba,X Gender,"No, do not feel lonely",9.7,25 to 64 years,Living with two parents
2021,Territories,X Gender,"No, do not feel lonely",13.0,65 + years,Other
2021,British Columbia,X Gender,"No, do not feel lonely",7.6,25 to 64 years,Other
2021,British Columbia,X Gender,"Sometimes, feels lonely",15.7,25 to 64 years,Living with lone parent
2021,Territories,Women,"Yes, feels lonely",17.3,65 + years,Native
2021,Territories,Women,"No, do not feel lonely",14.4,65 + years,Native
2021,Territories,Women,"Yes, feels lonely",15.8,65 + years,Native
2021,Territories,Women,"Yes, feels lonely",49.8,65 + years,Immigrant
2021,Territories,Women,"Yes, feels lonely",46.4,65 + years,Immigrant
2021,Territories,X Gender,"No, do not feel lonely",13.8,65 + years,Other
2021,Territories,X Gender,"Sometimes, feels lonely",34.2,65 + years,Other
2021,Territories,X Gender,"Sometimes, feels lonely",33.3,65 + years,Other
2021,Territories,X Gender,"Yes, feels lonely",52.7,65 + years,Other
2021,Territories,X Gender,"Yes, feels lonely",52.9,65 + years,Other
2021,Territories,X Gender,"Yes, feels lonely",23.4,65 + years,Other
2021,Territories,Women,"Sometimes, feels lonely",35.6,65 + years,Native
2021,Territories,X Gender,"Yes, feels lonely",20.2,65 + years,Other
2021,Territories,X Gender,"Sometimes, feels lonely",33.1,65 + years,Other
2021,Territories,X Gender,"Sometimes, feels lonely",37.9,65 + years,Other
2021,Territories,X Gender,"Yes, feels lonely",46.7,65 + years,Other
2021,Territories,X Gender,"No, do not feel lonely",12.0,65 + years,Other
2021,Territories,X Gender,"No, do not feel lonely",14.8,65 + years,Other
2021,Territories,X Gender,"Sometimes, feels lonely",35.5,65 + years,Other
2021,Territories,X Gender,"Sometimes, feels lonely",33.7,65 + years,Other
2021,Territories,X Gender,"Yes, feels lonely",61.5,65 + years,Other
2021,Territories,X Gender,"Yes, feels lonely",52.5,65 + years,Other
2021,Territories,X Gender,"Yes, feels lonely",51.5,65 + years,Other
2021,Territories,X Gender,"No, do not feel lonely",9.6,65 + years,Other
2021,Territories,X Gender,"Sometimes, feels lonely",38.8,65 + years,Other
2021,Territories,Women,"Sometimes, feels lonely",33.7,65 + years,Native
2021,Territories,Women,"Sometimes, feels lonely",37.5,65 + years,Native
2021,Territories,Women,"Yes, feels lonely",48.7,65 + years,Native
2021,Territories,Women,"Sometimes, feels lonely",34.8,65 + years,Immigrant
2021,Territories,Women,"Sometimes, feels lonely",38.7,65 + years,Immigrant
2021,Territories,Women,"Yes, feels lonely",16.2,65 + years,Immigrant
2021,Territories,Women,"No, do not feel lonely",10.3,65 + years,Immigrant
2021,Territories,Women,"No, do not feel lonely",13.0,65 + years,Immigrant
2021,Territories,Women,"Yes, feels lonely",48.9,65 + years,Immigrant
2021,Territories,Women,"Sometimes, feels lonely",34.2,65 + years,Immigrant
2021,Territories,Women,"Yes, feels lonely",41.4,65 + years,Immigrant
2021,Territories,Women,"Yes, feels lonely",55.4,65 + years,Immigrant
2021,Territories,Women,"Yes, feels lonely",40.0,65 + years,Immigrant
2021,Territories,Women,"Yes, feels lonely",47.7,65 + years,Immigrant
2021,Territories,Women,"Yes, feels lonely",16.2,65 + years,Immigrant
2021,Territories,Women,"No, do not feel lonely",7.3,65 + years,Immigrant
2021,Territories,Women,"No, do not feel lonely",10.9,65 + years,Immigrant
2021,Territories,Women,"Yes, feels lonely",50.2,65 + years,Immigrant
2021,Territories,Women,"Yes, feels lonely",42.9,65 + years,Immigrant
2021,Territories,Women,"Yes, feels lonely",46.5,65 + years,Immigrant
2021,Territories,Women,"Yes, feels lonely",45.1,65 + years,Immigrant
2021,Territories,Women,"Sometimes, feels lonely",37.6,65 + years,Immigrant
2021,Territories,Women,"Yes, feels lonely",41.3,65 + years,Immigrant
2021,Territories,Women,"No, do not feel lonely",14.7,65 + years,Immigrant
2021,Territories,Women,"No, do not feel lonely",10.0,65 + years,Immigrant
2021,Territories,Women,"No, do not feel lonely",12.2,65 + years,Immigrant
2021,Territories,Women,"Yes, feels lonely",50.5,65 + years,Native
2021,Territories,Women,"Yes, feels lonely",46.8,65 + years,Native
2021,Territories,X Gender,"No, do not feel lonely",10.8,65 + years,Other
2021,British Columbia,X Gender,"No, do not feel lonely",5.6,25 to 64 years,Living with two parents
2021,Territories,X Gender,"Sometimes, feels lonely",31.6,65 + years,Other
2021,Territories,X Gender,"Yes, feels lonely",58.8,65 + years,Other
2021,Territories,X Gender,"Yes, feels lonely",52.7,65 + years,Visible Minority
2021,Territories,X Gender,"Yes, feels lonely",52.9,65 + years,Visible Minority
2021,Territories,X Gender,"No, do not feel lonely",12.8,65 + years,Visible Minority
2021,Territories,X Gender,"Yes, feels lonely",15.7,65 + years,Visible Minority
2021,Territories,X Gender,"Sometimes, feels lonely",39.1,65 + years,Visible Minority
2021,Territories,X Gender,"Sometimes, feels lonely",36.2,65 + years,Visible Minority
2021,British Columbia,X Gender,"No, do not feel lonely",11.2,20 to 24 years,Not living with any parent
2021,British Columbia,X Gender,"No, do not feel lonely",5.7,20 to 24 years,Other
2021,Territories,X Gender,"Yes, feels lonely",48.0,65 + years,Visible Minority
2021,Territories,X Gender,"Yes, feels lonely",48.2,65 + years,Visible Minority
2021,British Columbia,X Gender,"No, do not feel lonely",14.6,15 to 19 years,Living with lone parent
2021,Territories,X Gender,"Sometimes, feels lonely",33.3,65 + years,Visible Minority
2021,British Columbia,X Gender,"No, do not feel lonely",3.8,15 to 19 years,Living with two parents
2021,British Columbia,X Gender,"Sometimes, feels lonely",20.2,5 to 10 years,Living with lone parent
2021,British Columbia,X Gender,"No, do not feel lonely",7.5,5 to 10 years,Living with two parents
2021,British Columbia,X Gender,"No, do not feel lonely",9.2,5 to 10 years,Other
2021,British Columbia,X Gender,"Sometimes, feels lonely",18.0,11 to 14 years,Living with lone parent
2021,British Columbia,X Gender,"No, do not feel lonely",6.2,11 to 14 years,Living with two parents
2021,Territories,X Gender,"No, do not feel lonely",13.1,65 + years,Other
2021,Territories,X Gender,"No, do not feel lonely",13.2,65 + years,Other
2021,British Columbia,X Gender,"No, do not feel lonely",8.2,11 to 14 years,Other
2021,British Columbia,X Gender,"No, do not feel lonely",7.0,0 to 4 years,Living with two parents
2021,British Columbia,X Gender,"No, do not feel lonely",7.9,0 to 4 years,Other
2021,British Columbia,X Gender,"No, do not feel lonely",10.7,25 to 64 years,Not living with any parent
2021,British Columbia,X Gender,"No, do not feel lonely",6.4,15 to 19 years,Other
2021,Territories,X Gender,"Sometimes, feels lonely",34.2,65 + years,Visible Minority
